1	20.211945ms
2	20.580492ms
3	20.323456ms
4	20.298103ms
5	20.414302ms
6	20.721359ms
7	20.992794ms
8	20.412028ms
9	21.259702ms
10	21.905719ms
11	21.470561ms
12	23.013541ms
13	21.81274ms
14	21.913652ms
15	22.161021ms
16	20.60268ms
17	21.113001ms
18	21.055347ms
19	20.732206ms
20	21.179912ms
21	25.127962ms
22	21.043813ms
23	21.236746ms
24	23.308522ms
25	21.059857ms
26	21.224269ms
27	21.541377ms
28	21.225186ms
29	21.25387ms
30	21.06019ms
31	21.242191ms
32	21.249048ms
33	21.111017ms
34	21.019612ms
35	21.020035ms
36	26.996979ms
37	25.262816ms
38	21.332163ms
39	21.275328ms
40	21.426321ms
41	21.565775ms
42	21.83901ms
43	22.329973ms
44	28.41183ms
45	21.412201ms
46	21.594398ms
47	21.624406ms
48	21.316544ms
49	21.728336ms
50	21.556673ms
51	21.545558ms
52	23.285098ms
53	22.861777ms
54	23.078109ms
55	24.048149ms
56	24.722502ms
57	25.249833ms
58	27.015504ms
59	22.853229ms
60	23.492716ms
61	25.641937ms
62	23.165977ms
63	23.901718ms
64	24.429659ms
65	26.256014ms
66	24.134943ms
67	23.844095ms
68	25.806026ms
69	24.658308ms
70	23.769199ms
71	23.620081ms
72	24.469371ms
73	25.33068ms
74	26.056416ms
75	24.206856ms
76	25.211648ms
77	28.859645ms
78	24.570418ms
79	23.974796ms
80	24.255446ms
81	27.048068ms
82	24.261739ms
83	23.374705ms
84	22.785548ms
85	29.742317ms
86	22.147967ms
87	24.022504ms
88	22.584976ms
89	22.388678ms
90	23.066418ms
91	22.932775ms
92	22.887556ms
93	22.69596ms
94	22.608268ms
95	22.823293ms
96	22.921511ms
97	22.971654ms
98	22.649601ms
99	22.667886ms
100	23.276257ms
101	26.117833ms
102	24.369605ms
103	23.693948ms
104	23.106476ms
105	23.150889ms
106	23.536608ms
107	23.311343ms
108	23.034904ms
109	25.401176ms
110	23.668904ms
111	23.070012ms
112	23.317671ms
113	23.069937ms
114	23.249493ms
115	23.001051ms
116	23.21323ms
117	27.59883ms
118	23.396806ms
119	23.191884ms
120	23.539824ms
121	28.717399ms
122	23.35389ms
123	23.139176ms
124	23.334307ms
125	24.032578ms
126	23.610592ms
127	24.28033ms
128	23.305674ms
129	23.140068ms
130	24.223901ms
131	24.990089ms
132	23.456822ms
133	28.427749ms
134	24.444017ms
135	23.418523ms
136	23.737864ms
137	23.615029ms
138	27.09123ms
139	23.731668ms
140	25.280666ms
141	23.693904ms
142	23.675409ms
143	23.78392ms
144	23.830018ms
145	24.093883ms
146	25.128165ms
147	26.203047ms
148	24.789299ms
149	25.737985ms
150	27.408662ms
151	24.518727ms
152	24.296771ms
153	30.659133ms
154	27.831904ms
155	26.491077ms
156	28.168659ms
157	25.180165ms
158	25.163692ms
159	28.991382ms
160	26.20461ms
161	25.728238ms
162	29.08086ms
163	25.481091ms
164	31.200578ms
165	24.412133ms
166	24.286205ms
167	24.996903ms
168	25.066621ms
169	26.676577ms
170	26.694736ms
171	25.437389ms
172	26.92769ms
173	25.359904ms
174	26.616492ms
175	26.387209ms
176	26.215173ms
177	28.913189ms
178	25.642793ms
179	26.570889ms
180	32.2103ms
181	24.801017ms
182	25.692794ms
183	24.68401ms
184	30.485818ms
185	34.419159ms
186	24.708129ms
187	24.855634ms
188	25.236683ms
189	25.290221ms
190	26.71963ms
191	30.651198ms
192	24.686859ms
193	26.334146ms
194	25.888966ms
195	25.910464ms
196	27.134124ms
197	31.960544ms
198	26.752054ms
199	26.854131ms
200	25.486647ms
201	25.329797ms
202	28.449251ms
203	25.669718ms
204	25.400334ms
205	25.486937ms
206	29.826254ms
207	25.171689ms
208	25.320756ms
209	25.229419ms
210	25.91891ms
211	25.14966ms
212	25.745273ms
213	25.396261ms
214	25.471595ms
215	28.037147ms
216	25.98403ms
217	25.603212ms
218	25.737589ms
219	29.820759ms
220	25.431861ms
221	25.628742ms
222	25.787087ms
223	25.985721ms
224	26.005211ms
225	25.681444ms
226	25.577193ms
227	25.720307ms
228	25.851178ms
229	26.201429ms
230	30.867417ms
231	26.12532ms
232	25.966954ms
233	25.996933ms
234	25.785078ms
235	28.829075ms
236	26.59318ms
237	30.568977ms
238	30.140034ms
239	32.207607ms
240	30.715938ms
241	35.262484ms
242	27.017671ms
243	26.490608ms
244	25.940176ms
245	26.315925ms
246	28.028364ms
247	28.122349ms
248	37.446377ms
249	26.725777ms
250	31.44171ms
251	26.391839ms
252	28.506659ms
253	32.489168ms
254	26.294988ms
255	33.79848ms
256	26.477099ms
257	26.297426ms
258	26.923489ms
259	29.325086ms
260	27.516742ms
261	26.228402ms
262	26.680261ms
263	29.891626ms
264	26.79815ms
265	26.194507ms
266	27.362039ms
267	29.618269ms
268	25.755858ms
269	27.396637ms
270	36.298005ms
271	29.342829ms
272	31.487629ms
273	26.060445ms
274	27.286022ms
275	28.238648ms
276	28.411283ms
277	28.351407ms
278	27.574907ms
279	26.06753ms
280	30.790429ms
281	26.746787ms
282	28.936259ms
283	26.854726ms
284	29.223483ms
285	32.690379ms
286	27.32173ms
287	26.547807ms
288	27.484481ms
289	28.689841ms
290	27.151686ms
291	27.499301ms
292	27.481999ms
293	28.140434ms
294	30.150943ms
295	28.062405ms
296	28.309062ms
297	27.181247ms
298	27.608046ms
299	29.597387ms
300	30.014476ms
301	27.513263ms
302	31.962218ms
303	26.590716ms
304	30.499432ms
305	27.337445ms
306	28.016034ms
307	27.898881ms
308	27.335897ms
309	28.592361ms
310	27.664323ms
311	28.005042ms
312	31.473562ms
313	28.876497ms
314	28.081991ms
315	27.594289ms
316	27.896869ms
317	27.440892ms
318	28.34782ms
319	28.533526ms
320	28.331551ms
321	29.011255ms
322	31.788074ms
323	28.029442ms
324	27.411808ms
325	27.17457ms
326	28.663055ms
327	29.365243ms
328	31.046377ms
329	34.438607ms
330	30.100592ms
331	27.543697ms
332	44.473983ms
333	30.355338ms
334	28.370713ms
335	28.276711ms
336	28.922974ms
337	33.430972ms
338	28.347731ms
339	28.632244ms
340	27.882855ms
341	28.205592ms
342	35.103745ms
343	28.821394ms
344	28.93711ms
345	29.003184ms
346	29.067627ms
347	29.000079ms
348	29.239911ms
349	30.365138ms
350	28.98102ms
351	28.766102ms
352	30.021843ms
353	31.330622ms
354	28.877574ms
355	31.768907ms
356	30.689015ms
357	28.541863ms
358	27.673951ms
359	32.979238ms
360	35.822011ms
361	28.215149ms
362	34.13112ms
363	28.997677ms
364	27.414482ms
365	29.890704ms
366	33.937722ms
367	32.087317ms
368	29.571884ms
369	28.730747ms
370	34.812653ms
371	31.577876ms
372	29.512801ms
373	32.834097ms
374	28.180772ms
375	36.312605ms
376	34.853443ms
377	28.902094ms
378	33.838103ms
379	37.024231ms
380	30.047709ms
381	33.031091ms
382	30.151504ms
383	30.362154ms
384	32.483478ms
385	30.722115ms
386	29.630831ms
387	32.071473ms
388	32.401469ms
389	29.789973ms
390	30.777364ms
391	30.316693ms
392	32.942056ms
393	36.122721ms
394	30.899116ms
395	29.223522ms
396	29.694902ms
397	30.127595ms
398	30.545768ms
399	29.845454ms
400	39.95849ms
401	32.715308ms
402	28.971107ms
403	35.235849ms
404	37.792331ms
405	30.281243ms
406	34.685242ms
407	30.897623ms
408	31.337523ms
409	30.414572ms
410	28.974258ms
411	32.145057ms
412	30.387139ms
413	30.541145ms
414	33.245538ms
415	31.437405ms
416	33.159664ms
417	30.988947ms
418	30.054211ms
419	30.80291ms
420	34.227144ms
421	28.879153ms
422	32.291629ms
423	30.38278ms
424	32.94553ms
425	36.876981ms
426	32.098262ms
427	32.797704ms
428	34.379106ms
429	30.425334ms
430	31.38148ms
431	32.803876ms
432	34.368218ms
433	32.003905ms
434	34.28309ms
435	31.978779ms
436	32.517085ms
437	30.017535ms
438	31.80254ms
439	31.256854ms
440	32.04624ms
441	34.289333ms
442	36.640335ms
443	33.494659ms
444	30.05549ms
445	40.353628ms
446	36.139709ms
447	34.247672ms
448	30.432035ms
449	31.979506ms
450	33.359679ms
451	31.834129ms
452	31.042756ms
453	31.795636ms
454	42.368851ms
455	37.06778ms
456	35.073377ms
457	33.320575ms
458	38.282774ms
459	34.8921ms
460	30.694671ms
461	31.725778ms
462	35.256107ms
463	31.302405ms
464	32.745312ms
465	36.694775ms
466	32.609518ms
467	32.706966ms
468	34.148155ms
469	31.489566ms
470	44.811003ms
471	33.766145ms
472	31.14334ms
473	36.804929ms
474	31.406045ms
475	33.946619ms
476	33.281178ms
477	31.387753ms
478	38.55281ms
479	34.556459ms
480	31.65744ms
481	32.182364ms
482	33.044694ms
483	46.213056ms
484	33.612824ms
485	39.589154ms
486	33.068859ms
487	34.406367ms
488	32.067132ms
489	31.537014ms
490	31.964918ms
491	33.887494ms
492	40.198256ms
493	31.20893ms
494	31.367151ms
495	31.792586ms
496	36.847019ms
497	33.741215ms
498	32.159931ms
499	31.859241ms
500	32.176915ms
501	49.444859ms
502	32.154064ms
503	31.407106ms
504	32.217017ms
505	32.210238ms
506	32.953833ms
507	32.630954ms
508	37.695944ms
509	32.227553ms
510	38.102606ms
511	30.634113ms
512	36.503046ms
513	36.540794ms
514	36.064602ms
515	41.905679ms
516	34.355748ms
517	32.324641ms
518	31.887364ms
519	38.246651ms
520	32.606131ms
521	36.237167ms
522	35.590798ms
523	35.182184ms
524	34.685511ms
525	35.879038ms
526	31.905887ms
527	31.89043ms
528	32.604601ms
529	32.295409ms
530	34.628492ms
531	30.906741ms
532	29.834659ms
533	33.800248ms
534	39.565961ms
535	33.059303ms
536	31.419273ms
537	33.989334ms
538	34.609166ms
539	41.54448ms
540	32.304249ms
541	33.859481ms
542	33.922565ms
543	32.677113ms
544	34.924127ms
545	32.664573ms
546	35.407193ms
547	40.79707ms
548	41.899252ms
549	33.428029ms
550	33.502068ms
551	31.900192ms
552	33.171127ms
553	33.740188ms
554	32.713225ms
555	36.081364ms
556	34.427104ms
557	35.740965ms
558	33.444918ms
559	33.302343ms
560	34.979453ms
561	33.912307ms
562	39.330655ms
563	37.954295ms
564	38.237613ms
565	35.021137ms
566	38.325572ms
567	39.1331ms
568	32.234457ms
569	41.574219ms
570	34.871007ms
571	33.645975ms
572	33.762993ms
573	38.919094ms
574	34.371212ms
575	40.241349ms
576	38.984214ms
577	40.914187ms
578	32.598532ms
579	35.223443ms
580	43.908338ms
581	39.194739ms
582	37.452984ms
583	32.426578ms
584	36.067571ms
585	34.651217ms
586	34.993856ms
587	36.342025ms
588	44.307496ms
589	32.288019ms
590	37.24564ms
591	34.929976ms
592	40.836143ms
593	37.316136ms
594	33.854262ms
595	38.266059ms
596	38.02714ms
597	39.322345ms
598	35.049122ms
599	35.205674ms
600	33.162838ms
601	35.597661ms
602	34.783536ms
603	36.48522ms
604	47.537675ms
605	36.49682ms
606	35.843096ms
607	42.084715ms
608	39.762696ms
609	34.282222ms
610	36.289368ms
611	39.805014ms
612	38.701998ms
613	43.668295ms
614	35.028886ms
615	36.6517ms
616	37.937508ms
617	37.093501ms
618	44.867388ms
619	37.123308ms
620	35.765036ms
621	42.083292ms
622	38.165925ms
623	38.072822ms
624	45.023325ms
625	42.736484ms
626	34.57295ms
627	36.882058ms
628	40.498128ms
629	40.774848ms
630	35.526813ms
631	45.22228ms
632	41.454118ms
633	37.898384ms
634	35.832521ms
635	41.133519ms
636	41.781089ms
637	39.101408ms
638	45.862623ms
639	32.450969ms
640	42.55909ms
641	41.6503ms
642	36.242003ms
643	40.887749ms
644	44.235943ms
645	40.146143ms
646	36.089441ms
647	39.586518ms
648	33.840191ms
649	38.774899ms
650	41.783394ms
651	37.870099ms
652	41.52848ms
653	40.442746ms
654	38.094891ms
655	40.495781ms
656	40.717894ms
657	38.945857ms
658	36.470285ms
659	35.95378ms
660	36.870529ms
661	36.928959ms
662	49.803702ms
663	36.703467ms
664	38.215366ms
665	42.020381ms
666	41.342503ms
667	41.845968ms
668	37.774579ms
669	36.317135ms
670	39.02267ms
671	40.196321ms
672	41.770356ms
673	37.894416ms
674	38.150752ms
675	35.699499ms
676	38.30128ms
677	37.714322ms
678	37.981487ms
679	38.738563ms
680	40.185274ms
681	40.711493ms
682	37.551217ms
683	36.752735ms
684	44.019214ms
685	36.55872ms
686	39.87336ms
687	40.158213ms
688	36.859948ms
689	39.851442ms
690	37.430041ms
691	42.149417ms
692	42.777602ms
693	37.299305ms
694	35.266403ms
695	41.811568ms
696	46.213346ms
697	37.845342ms
698	36.518414ms
699	34.177326ms
700	39.346382ms
701	35.489072ms
702	38.8671ms
703	37.09282ms
704	36.427937ms
705	37.193214ms
706	43.824401ms
707	42.055226ms
708	43.822478ms
709	36.427761ms
710	45.185813ms
711	41.600339ms
712	37.258237ms
713	39.619583ms
714	36.038132ms
715	40.036203ms
716	40.52731ms
717	36.848798ms
718	36.712852ms
719	38.632282ms
720	47.110906ms
721	43.961692ms
722	40.882799ms
723	38.557023ms
724	40.475762ms
725	38.426247ms
726	39.851898ms
727	40.28815ms
728	36.294429ms
729	36.818055ms
730	37.857966ms
731	38.414794ms
732	48.157943ms
733	39.859563ms
734	43.919563ms
735	39.093641ms
736	40.467084ms
737	47.601856ms
738	37.176839ms
739	39.190035ms
740	46.914781ms
741	38.293766ms
742	40.027431ms
743	45.60716ms
744	37.706114ms
745	42.164604ms
746	38.679731ms
747	39.079973ms
748	42.13004ms
749	42.397052ms
750	44.135531ms
751	48.788433ms
752	38.495673ms
753	51.999217ms
754	38.253624ms
755	43.721094ms
756	40.323589ms
757	38.060685ms
758	42.279487ms
759	42.33005ms
760	37.593563ms
761	35.592915ms
762	37.275326ms
763	45.311575ms
764	38.889979ms
765	45.514018ms
766	47.498329ms
767	39.424947ms
768	38.545506ms
769	43.048013ms
770	43.71637ms
771	45.892636ms
772	41.96889ms
773	43.060555ms
774	40.657974ms
775	54.79597ms
776	38.292679ms
777	39.574742ms
778	41.511659ms
779	47.222726ms
780	39.606784ms
781	45.788513ms
782	43.86586ms
783	43.774277ms
784	42.401989ms
785	40.869137ms
786	43.252735ms
787	39.207145ms
788	40.94302ms
789	38.760018ms
790	44.566051ms
791	44.873205ms
792	36.464203ms
793	49.409053ms
794	46.461352ms
795	42.941669ms
796	53.966776ms
797	44.605012ms
798	44.102315ms
799	42.228622ms
800	48.139964ms
801	44.380596ms
802	41.475281ms
803	38.182718ms
804	43.204246ms
805	43.133753ms
806	40.508535ms
807	37.666674ms
808	37.822816ms
809	43.453936ms
810	43.961334ms
811	47.205042ms
812	39.248303ms
813	44.097021ms
814	39.835256ms
815	43.985914ms
816	40.761922ms
817	40.888371ms
818	45.219752ms
819	48.479029ms
820	39.885906ms
821	41.713195ms
822	52.330436ms
823	40.268872ms
824	39.517644ms
825	41.39246ms
826	48.71502ms
827	41.005636ms
828	42.925828ms
829	46.731286ms
830	43.674505ms
831	43.332624ms
832	44.923718ms
833	49.426604ms
834	39.559462ms
835	42.053059ms
836	41.964141ms
837	41.611459ms
838	44.18197ms
839	43.280468ms
840	44.824082ms
841	41.489596ms
842	43.824171ms
843	46.534572ms
844	40.283954ms
845	44.822572ms
846	50.670054ms
847	44.236142ms
848	49.548558ms
849	43.00916ms
850	41.03581ms
851	41.515993ms
852	42.910961ms
853	40.669856ms
854	40.719225ms
855	46.249312ms
856	40.104534ms
857	40.791272ms
858	47.680102ms
859	47.694266ms
860	47.75199ms
861	43.613527ms
862	48.641565ms
863	50.301779ms
864	48.318101ms
865	48.962302ms
866	39.813394ms
867	40.102838ms
868	48.0342ms
869	41.603601ms
870	45.841751ms
871	45.127568ms
872	40.388475ms
873	42.118264ms
874	48.802413ms
875	45.18136ms
876	46.884477ms
877	44.519049ms
878	46.31892ms
879	44.04549ms
880	46.802072ms
881	46.03532ms
882	40.963222ms
883	53.586512ms
884	45.126545ms
885	47.345455ms
886	48.348666ms
887	41.825128ms
888	49.031178ms
889	50.064267ms
890	48.217354ms
891	43.900915ms
892	43.390618ms
893	48.780924ms
894	52.6098ms
895	42.159655ms
896	50.460008ms
897	42.904926ms
898	42.391079ms
899	46.474627ms
900	46.695194ms
901	41.96962ms
902	48.034395ms
903	39.759581ms
904	54.510923ms
905	46.572099ms
906	43.536245ms
907	45.438334ms
908	46.733716ms
909	50.655523ms
910	49.441132ms
911	46.404214ms
912	46.238168ms
913	43.196753ms
914	45.500424ms
915	43.856214ms
916	48.189473ms
917	45.670142ms
918	43.829966ms
919	44.308014ms
920	44.033905ms
921	44.735851ms
922	41.802937ms
923	45.804765ms
924	47.440459ms
925	49.158818ms
926	45.45857ms
927	46.628085ms
928	46.698686ms
929	44.981159ms
930	41.976724ms
931	43.931979ms
932	46.894937ms
933	48.572133ms
934	49.358516ms
935	44.646092ms
936	45.995053ms
937	54.509357ms
938	45.66427ms
939	49.361577ms
940	43.321374ms
941	45.02456ms
942	45.878499ms
943	46.272629ms
944	43.203613ms
945	46.17783ms
946	45.964013ms
947	47.400129ms
948	47.071621ms
949	46.260726ms
950	47.164672ms
951	52.869688ms
952	52.408266ms
953	49.130723ms
954	46.090255ms
955	46.05512ms
956	50.999509ms
957	48.561653ms
958	43.802672ms
959	53.715413ms
960	44.607476ms
961	42.053531ms
962	42.424822ms
963	44.321521ms
964	53.80977ms
965	41.843392ms
966	46.797766ms
967	42.232441ms
968	41.978367ms
969	44.943888ms
970	44.942119ms
971	44.477882ms
972	45.962839ms
973	53.31537ms
974	48.71262ms
975	46.735524ms
976	49.410428ms
977	51.051325ms
978	49.626662ms
979	47.80734ms
980	46.543779ms
981	42.716281ms
982	47.90506ms
983	43.75492ms
984	44.0539ms
985	45.037271ms
986	52.545213ms
987	54.251324ms
988	50.494887ms
989	53.335608ms
990	47.995891ms
991	52.916971ms
992	46.490935ms
993	49.504961ms
994	49.533649ms
995	46.045815ms
996	50.407282ms
997	49.773799ms
998	45.422354ms
999	48.290903ms
1000	52.175128ms
